Ticker,Description,Total Shares Outstanding,Revenue (Quarterly QoQ Growth),Revenue (Annual YoY Growth),Total Revenue (FY),Gross Profit (Quarterly QoQ Growth),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Margin (FY),EBITDA (Quarterly QoQ Growth),EBITDA (Annual YoY Growth),EBITDA (TTM),Operating Margin (FY),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),Net Income (Quarterly QoQ Growth),Net Income (Annual YoY Growth),Net Income (FY),Net Margin (FY),Total Assets (Annual YoY Growth),Total Assets (Quarterly QoQ Growth),Total Debt (Quarterly QoQ Growth),Total Debt (Annual YoY Growth),Total Debt (MRQ),Market Capitalization,Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Volatility,Volatility Month,Volatility Week,EPS Forecast (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Quick Ratio (MRQ),Sector
PHAT,"Phathom Pharmaceuticals, Inc.",56803200,,,0,15.75342466,-19.00191939,-620000,,-5.50265611,-27.69119866,-150337000,,5.39874552,-29.98919864,-5.0545,-8.33289258,-37.41929206,-197723000,,-12.99734468,84.04208041,3.01116568,134.39090879,219387000,498163932.0196293,44.32214227,1.1473199,,6.00461894,5.97588774,7.45799499,-0.892857,-77.28366013,-3489,-114.56424363,11.95669529,Health Technology
LBC,Luther Burbank Corporation,51027900,7.70860959,14.52563539,263291000,,,,,,,,43.19821035,-48.54221886,-7.29750457,1.5714,-48.54188365,-8.60939227,80198000,30.45983342,11.14046827,0.69392711,-6.72103562,51.74593632,1745061000,425062224.33295053,14.23111802,-20.58859503,32.05730541,4.87658037,2.26081039,2.65493984,0.12,0.69286306,8.03081616,2.9300672,,Finance
SSBI,Summit State Bank,6676560,2.79968692,20.4313692,56451000,,,,,,,,42.28445909,-27.6080598,15.36188398,2.5375,-27.47813411,15.44427813,16968000,30.05792634,16.37754874,1.25420327,-76.43419573,-13.11328048,7123000,99480742.27856226,,83.43491805,23.99071761,4.56375839,1.570701,1.99274573,,1.45953168,17.4573839,14.52455833,,Finance
ABAT,American Battery Technology Company,46304400,,,0,-331.10819242,-153.97865208,-197730,,-25.93599594,36.13216964,-21352280,,-1698.8372093,-809.8880597,-0.4877,-26.5823006,36.37975201,-21338207.0000004,,41.23314959,30.15873027,,,6175788,314406569.97183096,53.4053303,-22.34594267,,13.92592593,10.74870576,8.6039013,,-33.46627939,-38.49975186,-38.48090031,0.34566341,Non-Energy Minerals
USB,U.S. Bancorp,1532970000,8.99057008,25.78957033,27402000000,,,,,,,,25.96890738,-19.59199384,-27.6645768,3.692,-19.8816568,-26.85173502,5797000000,21.15539012,17.70867493,-0.22744026,-21.53558431,60.88576434,77617000000,51147391481.38923,200.08787346,87.61916402,56.02145829,6.05377798,3.24870796,5.21485726,0.871029,0.90677139,11.35164922,6.54283527,,Finance
HEAR,Turtle Beach Corporation,17309300,-6.72964777,-34.44428067,240166000,-16.23063063,-62.28111578,47949000,19.96494092,-177.6,-269.49887693,-37012000,-20.64572004,-129.47576657,-472.79093718,-3.6198,-137.43475019,-436.019412,-59546000,-24.79368437,-29.11780656,-4.76001966,-2.26919861,256.42479701,8183000,147648065.0672646,-118.35700521,-663.19771352,-18.90150979,4.57209848,3.57016455,3.72388639,-0.241417,-34.39546854,-59.74869391,-55.66119856,0.80524318,Consumer Durables
LSTR,"Landstar System, Inc.",35946500,-4.30584917,13.75119922,7436562000,-5.30572379,10.87008982,960227000,12.91224359,-12.77603072,13.21971117,500906000,7.63691609,-14.79845389,17.8846308,11.763,-14.88074685,12.94545035,430914000,5.79453247,-5.55306495,-0.00516906,-11.34344382,-13.86514308,143691000,6231860252.53508,-65.13606723,134.95989806,8.00872769,4.64344463,2.03422339,2.58019192,1.707112,17.55064812,36.56164429,34.17640949,1.98273015,Transportation
AVIR,"Atea Pharmaceuticals, Inc.",83399400,,-100,0,0,-100.07400281,-260000,,15.27553358,-194.20834357,-132566000,,20.60620301,-201.39081046,-1.3924,20.53740096,-195.64237973,-115909000,,-13.73853009,-1.89663251,-6.07809847,1485.78680203,2766000,245611155.55032465,46.05320541,-42.15770782,,4.76190476,3.54987007,3.09122285,-0.462441,-16.07842068,-16.81129168,-16.74773864,38.41982796,Health Technology
RGS,Regis Corporation,45566200,-0.10399297,-15.45148514,233326000,0.74559264,23.28758351,57759000,24.75463515,53.16688568,,19552000,3.7432605,-122.91220557,77.34724292,-0.2584,-122.72096252,75.96854005,-11947000,-4.8614385,-21.03439694,13.36633663,-5.06609107,-20.38459592,550648000,28023228.45149254,,91.1064905,-1.44818837,14.69414894,9.74180312,10.59855993,-0.08,-1.37759247,,-2.29270319,0.28145011,Consumer Services
BKKT,"Bakkt Holdings, Inc.",91345800,2576.95210226,38.36498719,54567000,-273.27567331,,26538000,48.63378965,19.95405945,10.70104079,-136798000,-324.95647553,-9.84182777,-153.45085803,-8.1231,-20.54951345,-215.53538485,-578105000,-1059.4406876,-81.03931166,147.68930385,0.00457624,28.11464088,43706000,299342006.30701756,34.80979987,-14.10225672,-279.08809354,5.55555556,6.26411875,5.32319,-0.13,-33.81462876,-171.8753112,-160.87231387,1.15012268,Commercial Services
EDBL,Edible Garden AG Incorporated,2827082,71.93482688,9.94575045,11552000,,-43.82716049,364000,3.15096953,39.26219882,-92.51026818,-7953220,-77.9432133,89.07041999,-132.82928999,-48.6867,77.83952761,-124.86457205,-12453000,-107.79951524,74.56140351,-13.15182689,-2.61790983,-22.23293947,4687000,3421690.21523582,33.33333333,-166.35446686,-96.00934903,10.12114385,8.42125925,8.49110066,-0.6,-89.40711051,-329.80030722,-133.89460555,2.21713985,Process Industries
EME,"EMCOR Group, Inc.",47135000,5.36909362,11.83955701,11076120000,12.38310149,6.7826124,1603594000,14.47793993,23.03825351,4.70309498,791820000,5.09995377,27.07096774,14.78531954,8.1004,26.12471181,5.88999093,406122000,3.666645,1.52828862,4.72900649,-11.36942129,-0.9551482,568964000,9299741410.013569,,58.74179567,4.050552,4.77205808,2.14134781,2.95335837,2.715,8.75945451,23.79373845,19.27087594,1.25566663,Industrial Services
DOUG,Douglas Elliman Inc.,88632319,29.4069185,-14.61617366,1155361000,61.58275095,-19.66329368,216979000,18.78019078,,-78.95769035,-32710000,-0.14731326,70.89825848,-106.68622207,-0.0775,70.89398249,-106.40037233,-6326000,-0.54753449,-6.42893027,0.25987395,-0.20434783,-13.36184151,137718000,182139418.555814,,-115.70126593,-2.00854971,4.87804878,4.22521811,3.87946565,-0.065,-8.24031558,-16.92133675,-11.6771591,,Finance
SNCY,"Sun Country Airlines Holdings, Inc.",56012200,-11.22996107,43.56700882,894444000,-32.8981008,40.87322206,86760999.9999999,9.6999924,-22.99350106,10.44128051,195434000,6.2282267,-46.36533085,-78.86244159,0.2895,-46.20642872,-78.24438755,17676000,1.97619974,10.43086824,3.34425811,6.2848622,15.40278801,728452000,787531954.4690686,30.7701735,-269.6835372,-6.76196609,5.48583722,3.79484718,2.94385021,0.138125,4.89641273,14.83755895,6.97522659,0.76945637,Transportation
ZUO,"Zuora, Inc.",132400000,4.80430671,14.23235988,396087000,6.8715874,18.10900538,244051000,61.61550366,17.54003934,-28.00140994,-56791000,-24.92608947,-14.89061397,-88.15740162,-1.5062,-16.93184763,-99.11491074,-197970000,-49.98144347,51.52293927,1.29077207,-0.50438347,338.37460642,262161000,1107992267.2121212,-75.20871985,-415.63067608,-7.89700243,5.36398467,3.85410973,4.4436518,0.027143,-16.49544267,-72.52907738,-27.42611906,1.69723397,Technology Services
NXU,"Nxu, Inc.",36409395,,,0,-12.67605634,-291.90145194,-349000,,-7.26949039,48.46539025,-59242580,,38.62771946,36.67513052,-8.8784,-19.52230076,47.14889285,-70681000,,52.52819052,-50.48484513,-47.46543779,2912.76839941,2622000,4473048.68571429,-4.3956044,-107.25094749,,69.40993789,18.34467518,41.36927212,-0.16,-1007.26261158,-11220.20982923,-3034.56588627,1.15309711,Producer Manufacturing
PIII,P3 Health Partners Inc.,114249000,8.9410978,64.65781846,1049471000,,-209.5710219,-95041999.9999999,-9.05618164,,11.46588045,-115704770,-23.43666476,58.67992767,-72.62388734,-6.4967,-6.70725079,-72.62591738,-270127000,-25.73934868,-62.91456103,4.78855736,-0.79703674,19.58980465,119984000,472141700.4050632,-25.64317791,-89.29496911,-12.60482662,8.16326531,10.95758596,7.76034031,-0.17932,-10.55721501,,-135.74008268,0.68749601,Commercial Services
AVDX,"AvidXchange Holdings, Inc.",202113613,4.98951879,27.35045832,316350000,6.75102024,40.87650216,165644000,52.36099257,-35.89923843,28.78930325,-49120000,-27.6206733,-16.375,55.1285426,-0.5114,-17.39212008,52.84510452,-101284000,-32.01643749,-2.39628152,7.03347967,-0.41657531,-21.04147253,149886000,1808203785.4070516,,61.23941033,-10.23960803,4.93273543,3.99230089,3.9498982,-0.028702,-4.15448695,-12.7763092,-10.23234578,1.32166606,Technology Services
AL,Air Lease Corporation,111027000,-1.31071365,7.8056818,2251402000,-4.58054199,,1285447000,57.095401,-1.60907743,7.35053398,2181885000,49.43537405,3.07388607,-134.84746523,-1.2428,2.85969546,-122.22100075,-97024000,-4.30949249,6.4413805,1.34413754,-2.8374091,9.50850287,18895793000,3899277096.929523,10.19553471,-21.64243404,-100.26987628,4.94003427,2.63306229,3.19050028,1.056463,1.80060793,7.77613363,2.10001629,0.21728468,Finance
LITP,Sprott Lithium Miners ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.19726859,2.03646235,1.81345271,,,,,,Miscellaneous
FLYW,Flywire Corporation - Voting,118794000,-10.05542779,43.86101845,289375000,-17.40319791,37.48428706,167339000,57.82773218,-696.09882965,-482.93238795,-12998000,-10.09935205,-350.29761905,-38.06818182,-0.3645,-356.50285094,-40.09969735,-39347000,-13.59723542,5.38286616,2.83409611,-28.22222222,-87.85997918,1292000,3429371676.3940825,76.57429549,-115.72700297,-0.56777538,5.12177017,4.2097416,5.78615974,0.096873,-4.16236385,-5.43134374,-5.27214762,3.14603247,Technology Services
DAL,"Delta Air Lines, Inc.",643463000,-0.57773784,69.17622663,50582000000,-13.29338055,,7252000000,14.33711597,-15.8616188,,7835000000,6.99260607,-39.54248366,370.74175824,2.0562,-39.35413246,370.71428571,1318000000,2.60567,0.56050157,-0.34014994,-2.72595281,-11.73332564,26799000000,21324829012.161644,-116.69550173,-117.64705882,-0.00593096,5.02725621,2.89382161,3.79606083,1.135079,4.66254808,49.21829763,10.3072469,0.3900421,Transportation
GRTS,"Gritstone bio, Inc.",93075400,-26.19926199,-80.1592568,9269000,-71.97142857,-119.87127916,-6422000,-69.28471248,5.54246366,-85.23279888,-122888000,-1414.43521415,-3.2996633,-38.30636688,-1.3164,-3.74904361,-59.40838017,-119687000,-1291.26119322,-13.43085011,6.035189,95.54521413,52.6022938,95385000,190339267.53738317,43.12065698,-116.9858036,-1314.2518071,8.57985258,14.07087538,9.94957511,-0.3404,-59.78065675,-95.61926395,-68.44832832,5.53462078,Health Technology
WLDN,"Willdan Group, Inc.",13595000,16.05606074,21.30938079,429138000,-1.55335617,6.20072771,126090000,29.38215679,-19.62503044,23.31164991,27313000,-1.64585751,-57.51445087,3.90763766,-0.6492,-57.40343348,-0.36830225,-8448000,-1.96859751,3.4224651,0.36937516,1.81707698,4.35661485,120640000,263334809.80661076,-104.75949,-112.9601227,-0.03938127,5.2987013,4.70419197,4.64790694,0.365,0.25234871,0.53894718,0.4056602,0.79598156,Commercial Services
COIN,"Coinbase Global, Inc.",189950000,-8.36447564,-59.25466143,3194208000,-20.02321936,-60.9781603,2564328000,80.28055781,-119.93440723,-155.5586354,-873115000,-61.01816162,-22.0657277,-182.96480651,-11.8341,-23.45999797,-184.75894733,-2624949000,-82.17839915,321.74993214,-1.18539983,2.36031426,0.72696255,3501124000,17555785695.321457,,-107.36367347,-24.76447996,6.23475197,5.82840092,5.69889319,-0.535294,-1.05128596,-22.09417076,-13.92140554,,Finance
BOH,Bank of Hawaii Corporation,39727700,6.78652513,9.64674269,752442000,,,,,,,,38.73228767,-1.37203166,-12.3858274,5.4772,-1.66730712,-10.88044456,225804000,30.0094891,3.60736506,4.24519462,55.5852587,119.16853841,2583501000,1938709479.099275,,8.89320617,36.87314105,4.80197004,3.50839905,3.64482845,0.965345,0.85931205,15.2943545,8.85589424,,Finance
PTGX,"Protagonist Therapeutics, Inc.",57530200,,-2.83656834,26581000,1.32211538,3.93377268,25549000,96.11752756,-18.02836114,-3.30585718,-144432000,-494.23648471,-1.57444894,4.15821127,-2.5976,-14.04002965,-1.46713288,-127393000,-479.26338362,-28.69382649,33.60655054,-20.09147337,-37.58962103,2446000,851447582.9567463,23.11901505,0.03120239,-409.81151951,4.8037889,4.17927877,3.86900924,-0.696117,-43.6183195,-48.96787807,-48.75569539,12.00625047,Health Technology
CXAI,CXApp Inc.,9617700,,,,,,,,,,,,,,,,,,,,,,,,23234511,,,,5.88235294,10.5231356,6.89442817,-0.28,,,,,Technology Services
EXP,Eagle Materials Inc,35432000,27.94861814,15.39315678,2148069000,29.9901766,23.02709319,639266000,29.76003099,30.0368765,20.37252503,751913000,27.26337003,22.04758316,36.22861892,12.4562,20.42030372,23.32496987,461540000,21.48627442,9.27190954,3.45571841,5.94626159,14.91758115,1186578000,5653172430.018564,741.08508412,-2.58819546,20.09167303,4.87314745,2.46518824,2.53628178,4.258211,16.78829563,40.41872972,20.4086789,1.36491117,Non-Energy Minerals
BBCP,"Concrete Pumping Holdings, Inc.",54709700,11.94904955,27.06834532,401292000,1.60785757,18.79297451,163610000,40.77081028,21.69451975,18.58397692,126958000,12.56665969,92.81045752,,0.468,85.28867506,,27402000,6.82844413,17.1028114,1.97784395,-5.68718625,20.89781485,433241000,456826346.5789473,,-264.90837997,-5.3599374,5.17448857,3.62421774,4.12847992,0.178933,3.43370105,9.4668832,4.28325724,0.90973365,Industrial Services
CYH,"Community Health Systems, Inc.",136794000,0.22522523,-1.26940492,12211000000,22.44897959,-43.21372855,728000000,5.96183769,10.97560976,-30.73545554,1344000000,5.96183769,26.04272635,-79.91596161,0.3537,25.49019608,-80,46000000,0.37670952,-3.60123546,0.17096355,0.08827542,-3.38480736,12472000000,365923144.63392854,83.76068376,80.83333333,-0.94177381,4.86891386,6.32461959,5.83864081,-0.127393,1.90533899,,2.59264349,1.37716763,Health Services
COMP,"Compass, Inc.",466071000,56.08023402,-6.27628095,6018000000,162.46056782,-11.60984031,614400000,10.20937188,95.73889393,-12.7543036,-347100000,-8.61748089,68.97067624,-16.3588172,-1.4048,68.21808511,-21.73649059,-601500000,-9.99501496,-14.85615906,-5.8986723,-11.02035841,31.3931462,729900000,1037065071.3571426,,-360.48284625,-6.0219342,6.16113744,6.81015206,6.19266279,-0.07,-32.51592357,-85.09751625,-47.63459923,0.96710397,Technology Services
AXLA,Axcella Health Inc.,2947710,,,0,9.09090909,-43.05555556,-412000,,15.31639501,-17.59153969,-41302000,,14.17136081,11.9239914,-37.34,14.15995976,-25.6204741,-81186000,,-67.21291597,-27.28554642,-22.07282913,-91.38013562,1391000,25512431.38741722,28.38393732,-26.64793141,,6.3225058,20.75369045,9.35531932,-1.25,-162.77421532,-1370.17045455,-320.12478428,0.80303293,Health Technology
TSLA,"Tesla, Inc.",3173990000,6.84984354,51.35165264,81462000000,0.48769674,53.26326621,20853000000,25.59843854,-4.23180593,86.87147869,16831000000,16.97969605,7.03759813,122.04304372,3.6213,7.34710087,127.7878349,12583000000,15.44646584,32.52321707,4.32784771,4.25188375,-35.21920433,5811000000,772722282253.8335,135.36299766,51.73590207,9.28162824,5.27511566,3.94125812,3.84555496,0.729093,15.37987731,27.96379677,25.48188568,1.06983908,Consumer Durables
KURA,"Kura Oncology, Inc.",74236400,,,0,-3.39805825,-36.02150538,-759000,,-9.43344334,-6.43152257,-147501000,,-6.92632002,-3.12770177,-2.0278,-9.11385717,-4.11908083,-135840000,,-14.55759843,16.14226187,-3.66322009,103.98545455,13044000,618388823.2029816,28.39200178,-4.72099756,,7.22470148,5.61326407,5.79069802,-0.544077,-28.9518735,-30.76677713,-30.29031804,20.32076656,Health Technology
ARLO,"Arlo Technologies, Inc.",94054900,3.66833628,12.73807307,490414000,18.85737002,26.07273266,136035000,27.73880844,47.46362867,-15.44693058,-52735000,-11.23010355,49.84266834,4.1322314,-0.6496,48.31168831,-1.06551964,-56626000,-11.54657086,-14.66394265,4.64363649,-4.93922351,-10.00805246,20959000,802288724.9328108,22.77269828,-88.38405655,-9.78193934,4.93537015,4.62194073,5.46381111,0.0675,-20.46706606,-63.2047655,-52.25010886,1.15707129,Electronic Technology
INFN,Infinera Corporation,226924000,-4.04182873,10.38706712,1573242000,-2.81908324,8.16761747,521422000,33.1431528,-30.63097514,63.99124132,85532000,-3.16626431,-137.3015873,57.32847602,-0.3514,-140.93935791,55.47260186,-76043000,-4.83352212,5.16083426,-0.76633554,2.39398358,31.89987536,743666000,749983058.7037573,50.89152253,-530.99388725,-5.31469412,5.16717325,4.41441587,4.35350528,-0.014619,-0.46776742,-5.03637184,-0.84063966,0.99756598,Electronic Technology
SSTI,"SoundThinking, Inc.",12229300,7.05625606,39.28810936,81003000,11.29471741,43.75921829,46785000,57.75712011,-129.47976879,164.56587328,3044000,-1.61352049,-50.99247091,,0.5184,-50.67039106,,6385000,7.88242411,71.65855278,-2.13366109,-7.54716981,41.28819158,2989000,187720242.1499689,,-35.97376387,1.56660864,5.72368421,4.72287767,4.07442365,-0.051,-1.3465624,-2.70275143,-2.5841486,0.71034742,Technology Services
BWB,"Bridgewater Bancshares, Inc.",27975900,4.59998146,26.70805139,170027000,,,,,,,,42.17565445,-16.34950415,11.99323225,1.721,-15.68459028,16.86475365,53392000,31.40207144,24.95940516,0.00621348,-24.34189977,255.61418743,549846000,261574830.2247191,58.8627904,55.9438074,49.03103625,6.52883569,3.2063007,4.0234336,0.275,1.17142046,12.67995648,8.62716239,,Finance
NAUT,"Nautilus Biotechnology, Inc.",124931000,,,0,-21.26387703,-20.19704433,-3416000,,-4.18615667,-26.32617089,-64828000,,-5.66194838,21.95736109,-0.4649,-5.633144,-15.12272682,-57924000,,-12.14656795,-4.37054041,-2.27552935,0.98561534,36461000,318573805.505618,-6.02300242,-15.94796435,,4.70588235,7.84715943,7.31926388,-0.155,-16.58282015,-18.57210501,-16.9197586,21.12839037,Health Technology
LC,LendingClub Corporation,108694000,2.18706698,40.97524717,1261228000,-2.23058243,37.08995511,1156946000,91.7317091,-8.5620687,77.27103703,428476000,13.88337398,-26.68231612,1431.28092358,2.7854,-26.0207815,1459.12271259,289685000,22.96848785,62.84137829,-4.70083566,-31.82549417,-70.42793685,110607000,587491674.4814488,-209.29720472,48.97934351,24.26896644,5.20446097,3.69845993,5.28579049,0.02409,1.2466558,7.92816374,6.60299772,,Finance
PFMT,Performant Financial Corporation,76088200,-0.94834622,-12.22657223,109184000,4.96173133,-914.70588235,-6900000.00000001,-6.31960727,-64.89444879,-118.96770108,1552000,-6.31960727,6.26118068,47.3560517,-0.0896,5.87538498,36.45995334,-6537000,-5.98714097,-2.58392425,-2.93618171,-3.25291181,-7.60392461,11629000,169296213.48712447,,-1188.13131313,-4.67192995,5.6561086,5.96355391,5.25499262,-0.015,-8.97148612,-12.18269734,-10.28695069,3.39787622,Commercial Services
WERN,"Werner Enterprises, Inc.",63390300,-2.59608941,20.31932744,3289978000,-0.69028181,-1.33253884,374222000,11.37460494,-4.38766161,19.12365673,556773000,10.15131408,-15.15370705,-2.14527071,3.7358,-15.16863502,-6.86966323,241256000,7.33305815,18.55723113,-0.35692786,-5.41500276,61.23119992,692802000,2404331658.887915,-1764.4698013,-53.92968894,-1.7793736,4.94055482,2.01602309,2.30655823,0.489367,6.05739547,12.69452175,9.06828572,1.8827496,Transportation
LXU,"LSB Industries, Inc.",74344300,-8.35470038,62.10855406,901711000,-13.39502464,169.05289661,348367000,38.63399692,-10.80383106,133.56382517,222414000,34.26142079,59.16506718,,2.6777,57.82026288,428.98610633,230347000,25.54554619,20.03273492,-9.93470607,-17.29523306,32.2118154,613762000,724113833.4039217,-26.79245283,471.09849711,33.25023206,4.92813142,3.82693126,5.52074659,-0.118525,7.77108822,18.99811721,8.85166262,3.89263482,Process Industries
AMR,"Alpha Metallurgical Resources, Inc.",13687500,-5.8013575,81.59195214,4101591999.999999,-29.94244255,286.16725393,1664740000,40.58765474,-26.55362584,230.38663756,1155970000,38.7595597,-28.50500526,419.46441174,79.4926,-33.02273877,401.59112158,1448545000,35.31665266,24.47995168,0.37099046,-6.32202565,-91.16755125,11543000,3134568283.7904344,154.37128535,1122.58664043,32.71802754,4.93087154,4.32850727,5.44501101,6.46,40.41287474,64.04294484,63.81030299,2.73164579,Energy Minerals
RKT,"Rocket Companies, Inc.",128372000.00000001,3.85161901,-61.51065652,3849198000,4.6102018,-62.16815844,3755178000,97.55741326,,-82.87913797,-264005999.99999997,27.5874351,,-87.98708288,0.279,,-84.938708,46443000,1.20656303,-38.72684565,-1.63473936,-4.87507263,-51.14114517,11219579000,14839270983.583967,77.58053819,40.71442163,278.76900591,5.15050167,3.97251391,3.89672341,-0.023573,-0.0949392,-3.87510586,-0.18082117,,Finance
AQST,"Aquestive Therapeutics, Inc.",66727300,18.92401653,-6.20081838,47680000,3.54853838,-22.44789778,27797000,58.29907718,8.41121495,-25.11114615,-26773000,-88.22567114,-192.40622141,39.73009447,-1.1165,-171.78978681,22.86536526,-54410000,-114.11493289,-7.94121917,-7.00171331,-3.63559613,5.17715608,109575000,112769127.45197739,-199.08100749,68.0957158,-22.67827181,9.75609756,7.69921384,10.14330465,-0.113333,-39.91386006,,,0.87543011,Health Technology
